B0C8T8HR4W,100%E2%80%91240VAC Conditioner Control Function Compatible,"1. Smart socket control has no distance limit, and can cover living room, bedroom, bathroom, balcony and other places without pressure
2. As long as the socket has a WiFi environment for wireless Internet access, the mobile phone also has WIFI to realize the remote socket switch
3. Energy saving and safe, reducing waste of electricity for equipment
4. Effectively prevents high-power equipment from heating due to excessive power consumption and protects the service life of the equipment
5. Support for Homepage/IFTTT Roqi/

Spec:
Item Type: WiFi Smart Plug
Material: ABS + PC
Model: LSPA2
Number of Holes: 3
Input Voltage: 100-240VAC 50 / 60Hz
Rated Current: 16A
Shell Color: White
Working Temperature: -20~+50
Fire Rating: 94-V0
Wireless Standard: IEEE802.11b/g/n, 2.4GHz
Power Statistics: No
Support: For Homepage/IFTTT Roqi/-

packing list:
1 x WiFi Smart Plug
1 x User Manual",Eujgoov,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41UTd4TyR1L._SX522_.jpg,https://www.amazon.com/100%E2%80%91240VAC-Conditioner-Control-Function-Compatible/dp/B0C8T8HR4W/ref=sr_1_159?keywords=smart+plug+wifi&qid=1701909868&sr=8-159
B0C7QFPMFJ,Plplaaobo Intelligent Compatible Conversion Appliances,"Good Life Begins At Home
Our brand has been going strong for more than five years and has been selling in the U.S. as well as in several countries. We believe that the key to being able to run a business is the product, so we continue to improve the quality of our products, improve our service and increase the awareness of our brand.
How do we start?
plplaaobo brand name - to help you enjoy a new life, health and exercise is the eternal theme of mankind. Everyone can have a high quality of life and a healthy body.
What makes our products unique?
The plplaaobo brand specializes in home and outdoor products, covering home appliances, home dcor, kitchenware, outdoor sports products and everyday products products.
We stay true to our roots.
plplaaobo brand is people-oriented, ""consumer-centered"" is our business philosophy, with quality product designers and advanced production equipment to provide customers with honest service.
Prime Day Hotsale",plplaaobo,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/416Gp1JOg6L._AC_SX679_.jpg,https://www.amazon.com/Plplaaobo-Intelligent-Compatible-Conversion-Appliances/dp/B0C7QFPMFJ/ref=sr_1_160?keywords=smart+plug+wifi&qid=1701909868&sr=8-160
B0CHRDGGBK,TOPELER Charging Capability Screwless Approval,"USB-A & USB-C
The USB-A and USB-C ports can efficiently charge small devices with a total combined output of 4.8A.Compatible with Apple and Samsung devices, the charging is more stable and faster.
Tamper-Resistant Design
Tamper-resistant outlets for enhanced safety. Signified by a TR on the face of the receptacle, the outlets include internal shutters that prevent foreign objects from being inserted by curious children, will protect your family from harmful accidents.
Easy installation
Installation is very straight forward. Just putting the wire into the hole and tightening the screw. Remember that turn off power before you begin install the receptacle.",TOPELER,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/513O-c1EMLL._SX522_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjMwMDA4MzAzMTUyMDAwMjo6MDo6&url=%2FTOPELER-Charging-Capability-Screwless-Approval%2Fdp%2FB0CHRDGGBK%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0C13ZM3LK,Compatible Responsive Control Schedule Grouping,"Switch your lights and devices on/ off by using your voice or an app, and control them remotely.
Onvis smart plug features cutting-edge technology with Matter, Thread, With Matter, users are no longer tied to specific platforms and works with all certified smart home platforms, such as Apple Home, Amazon Alexa, Google Home and Samsung SmartThings.
Requirements: iOS/iPadOS 16.4 (or later) / Android 8.1 (or later); Matter controller / Thread Border Router
Input: AC 120v~60Hz
Wireless Connection: Thread
Commission: Bluetooth
Dimensions: 2.55 x 1.53 x 1.94 in
Flexible Scheduling & Timer
With Onvis smart plugs that work with alexa, reduce energy usage with automatic device shutdown after a set time, like Chrismas Tree, TV, Lamp, Fan, Humidifier,Blenders, Lightbulbs
Smart plug with remote makes your life easier , you can turn on the light beside your bed before you go to your bedroom.
What hub do you need ?
Requires: Onvis smart plug requires a hub of your chosen platform (Apple: Apple TV 4K (2nd gen), Apple TV 4K (3rd gen, 128 GB), HomePod (2nd gen), HomePod mini / Samsung: SmartThings Hub v3 / Amazon: Echo (4th gen) / Google: Nest Hub (2nd gen), Nest Hub Max, Nest Wifi Pro)
Notice: iOS/iPadOS 16.4 or above or Android 8.1 or above are needed
Thread technology
What is Thread, and why is it important to Matter and the smart home?
Thread is a wireless protocol specifically built for IoT devices. Its designed to make them work faster, have fewer points of failure, use less power, and communicate with each other more seamlessly.
A low-power, low-bandwidth mesh networking protocol that uses the 802.15.4 radio technology, Thread is similar to existing smart home protocols Zigbee and Z-Wave. But unlike them, it doesnt need a central hub or bridge. Instead, Thread devices can talk directly to each other. By cutting out the middle man, Thread can be faster, especially over large networks.
One of benefits of using Thread devices is that you will have fewer devices using your WIFI network. Also, if one device in your Thread network fails, another device will step up and fill in the roles of the failed device. This is the self-healing feature of Thread.
Onvis Smart Button Onvis Contact Sensor Onvis Motion Sensor Onvis Led Strip Onvis Led Strip
Wifi NO NO NO  
Works with Apple HomeKit     
Works with Alexa&Google Assistant NO NO NO NO NO
Remote&Timing   
Bluetooth Connection   
Works with Google Assistant",ONVIS,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41rMnIHBg8L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjMwMDAxOTYyMDY3MzkwMjo6MDo6&url=%2FCompatible-Responsive-Control-Schedule-Grouping%2Fdp%2FB0C13ZM3LK%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-162-spons%26ufe%3Dapp_do%253Aamzn1.fos.17d9e15d-4e43-4581-b373-0e5c1a776d5d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0BCKDTS1G,TiFFCOFiO Mechanical Electrical Outlets Repeating," Mechanical Timer Functions
Pull down the pins in 30 minute intervals with 48 settings in 24 hours a day
Manual Override Switch (always ON/OFF),
Use dial construction to control your device easily.

 Easily Control
You can plug your device in the timer and dial pins working range, it can automatically control your devices after pins down,save your energy and time.
 After-Sales Service
24 months free return and warranty.
Once you are not satisfied, we will exchange or refund unconditionally.
Specifications:
125VAC/60Hz
15A/1875W Resistive
10A/1250W Tungsten
1/2HP Horse Power
ETL Listed",Tiffcofio,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61K3ODRuU2L._SX522_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjIwMDA5NzY2MDM0OTE5ODo6MDo6&url=%2FTiFFCOFiO-Mechanical-Electrical-Outlets-Repeating%2Fdp%2FB0BCKDTS1G%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-163-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0C6ZXF159,meross Supports Assistant SmartThings Dimmable,"1%-100% Range Dimmable
Dim the brightness from 1%-100%. Manage and control your entire smart home lighting as you need.
Hands-Free Voice Control
Use simple voice commands to control your lights with Apple HomeKit, Alexa, or Google Assistant.
Voice Control Remote Control Works with Apple HomeKit Timer & Schedule Compatibility Test
Millisecond Local Control
Enjoy millisecond response and no drop-off with superfast local control when you're at home.
Millisecond Local Control Offline Control Safety
Sunrise/Sunset
Schedule your smart dimmer switch to turn on/off automatically at specified times or according to Sunrise/Sunset.
No Hub Required
The Meross single pole dimmer switch can be directly connected to your 2.4GHz Wi-Fi network without a separate smart home hub.
Single Pole Light Switch
This single pole dimmer switch is only used to replace a single pole switch rather than a 3 way switch.
Customized Scenes
Set up customized scenes to link your switch and other smart devices to match any occasion, such as saying good night to turn off all the devices.
Meross Smart Wi-Fi Switch Comparison
Single Pole Dimmer Switch
Smart Single Pole Switch
Smart 3 Way Switch
Dimmer Switch+Remote Kit
3 Way Dimmer Switch Kit
Smart Fan Light Switch
Type
Dimmable Switch ON/OFF Switch ON/OFF Switch Dimmable Switch Dimmable Switch Fan Light Switch
Single Pole
     
3 Way
     
Support Fan Control
     
Apple HomeKit Certified
     
Works with Alexa/Google Home
     
Schedules/Timers
     
No Hub Required
     
Wattage
400W INC,150W Dimmable LED/CFL 400W INC, 150W LED/CFL 200W INC, 150W LED/CFL 400W INC,150W Dimmable LED/CFL 400W INC,150W Dimmable LED/CFL 300W INC,150W Dimmable LED/CFL
Neutral Wire
Required Required Required Required Required Required",meross,MEROSS,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61ihyiPOOiL._AC_SX569_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjMwMDEwMDYxNjc1NTcwMjo6MDo6&url=%2Fmeross-Supports-Assistant-SmartThings-Dimmable%2Fdp%2FB0C6ZXF159%2Fref%3Dsr_1_164_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-164-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0CJL3JM2P,Socket 2 4GHz Outlet Control Switches,"Specification:
Item Type: WiFi Smart Wall Socket
Model: KS 604S
USB Output: 5V 2.1A
Infinite Frequency: 2.4GHz
Voltage: AC110-125V
Unlimited Standard: IEEE802.11b/g/n

Package List:
1 x Socket
1 x Socket Housing
2 x Screws
4 x Accessories
1 x Instruction Manual

Note:
Only 2.4GHz WiFi is supported.",Fafeicy,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41KaJKivPaL._SX522_.jpg,https://www.amazon.com/Socket-2-4GHz-Outlet-Control-Switches/dp/B0CJL3JM2P/ref=sr_1_165?keywords=smart+plug+wifi&qid=1701909868&sr=8-165
B093G3DJ3V,eco4life Compatible Assistant Waterproof Certified,"With eco4life Smart WIFI Outdoor Plug, you can be easy to control any out electronics devices by your smart phone anywhere. Enjoy the convenient and fun life from smart technology. Specification: ABS+PC fireproof material AC output: AC X 2 125V 15A Power: 1875 W wide voltage Product size: 5""x3.25""x1.5""",Alpha Digital,ECO4LIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81gDlQTnlML._AC_SX466_.jpg,https://www.amazon.com/eco4life-Compatible-Assistant-Waterproof-Certified/dp/B093G3DJ3V/ref=sr_1_166?keywords=smart+plug+wifi&qid=1701909868&sr=8-166
B0B79WLHY6,BN LINK Outlet Compatible Protector Mechanical,"TIMER FUNCTION: 4 outlets are controlled by the timer, 4 outlets are always on. All 8 outlets are fully protected by the surge protector, with a circuit breaker switch for safety. The timer pin dial can be set in increments as low as 15 min. The programed schedule will repeat every 24 hours. SAFE & RELIABLE: This surge protector is ETL listed, and conforms to UL Std. 1449, 1363, and 917. 3-line surge protection VPR 800V (L-N, L-G, N-G). Rated 125VAC, 15A, 60Hz, 1875W. Indoor Use Only. 15 Months Warranty provided ! EASY TO INSTALL AND USE: Simply connect using the BN-LINK Smart or Smart Life app. Quick installation with no additional tools needed. Turn on and off with ease from your phone. 2.4GHz Wi-Fi connection required. VOICE CONTROL: Connect directly to Amazon Alexa and Google Home with no additional hub required. Control your lights and devices with your voice through Alexa & Google Assistant. SMART SCHEDULE AND TIMER: Using BN-LINK Smart app or Smart Life app, you can set schedules to turn your appliances on and off for you! A countdown timer to turn your lights on and off after a specified amount of time.",BN-LINK,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/617zlaYoyEL._AC_SX466_.jpg,https://www.amazon.com/BN-LINK-Outlet-Compatible-Protector-Mechanical/dp/B0B79WLHY6/ref=sr_1_167?keywords=smart+plug+wifi&qid=1701909868&sr=8-167
B00R92CL5E,NETGEAR Wi Fi Range Extender EX3700,"Discrete Wall Plug Design
Plug into a wall outlet for a sleek solution that extends your router's range and stays out of sight.
Smart Connect up to 15 Devices
Intelligently selects between dual bands to minimize interference and maximize speed for your smart wireless devices.
5-Minute Setup
Connect to your existing router with one button press, connect devices to your network, and youre done.
Connect a Wired Device, Too
One 10/100M Ethernet port lets you easily connect a nearby wired device for faster transfer and uninterrupted connection.
Universally Compatible
Works with any WiFi router for hassle-free reliability.
EX3700 EX6120 EX6250 EX7000 EX8000
WiFi Range & Performance Good Better Better Best Ultimate
Added WiFi Coverage 1,200 sq.ft. 1,500 sq.ft. 2,000 sq.ft. 2,100 sq.ft. 2,800 sq.ft.
# Connected Devices Up to 20 Up to 25 Up to 32 Up to 35 Up to 55
Bandwidth Dual-Band Up to 750Mbps Dual-Band Up to 1200Mbps Dual-Band Up to 1750Mbps Dual-Band Up to 1900Mbps Tri-Band Up to 3000Mbps
Best for Internet Speed Up to 20Mbps Up to 25Mbps Up to 50Mbps Up to 100Mbps Up to 1000Mbps
HD Streaming Good Better Better Best Ultimate
Online Gaming Good Good Better Better Ultimate
Seamless Roaming with One WiFi Name   
Tri-band for 2x Speed 
Universal Router Compatibility     ",NETGEAR,NETGEAR,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61z5oOk5fzL._AC_SY741_.jpg,https://www.amazon.com/NETGEAR-Wi-Fi-Range-Extender-EX3700/dp/B00R92CL5E/ref=sr_1_168?keywords=smart+plug+wifi&qid=1701909868&sr=8-168
B0BYV65SYS,WiFi Light Switch Smart Touch,"the wifi smart switch is use a tuya app to control ,it also can control by alexa,good assitant. when people leave from home,they can control the switch from mobile.it will increase the safe of homegard,also save the power.",LARK,SMARTLIFE,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/31L9mg50z-L._SX522_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjMwMDA1NzM5MDkwMjgwMjo6MDo6&url=%2FWiFi-Light-Switch-Smart-Touch%2Fdp%2FB0BYV65SYS%2Fref%3Dsr_1_169_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-169-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B09JZ9594J,Smart Compatible Assistant Single Pole Certified,"Voice Control
Say Command to Control Christmas Tree Lights
15AMax Suitable for All Lights included Christmas lights
How to pair with the APP?
1. Download App and installation.
2. Open the App and create your account.
3. Add the device from the upper right conner Tap""+"" and select ""our switch"".
4. Set your WIFI connection follow the APP instructed.
5. Press any one of the ON/OFF buttons for 5 seconds and wait for the LED indicator flashes fast, the reset is successful. EZ mode is available and wait for connected.
6. Or when fast flashing, then press any one of the ON/OFF buttons for 5s,the LED indicator become blinking slow. AP mode is available and choose
""SmartLife-XXX"" hot spot, then connected. Wait for the connection till successful.
Note:When the socket changed network environment, you need to restore the factory settings, and then reconnect to the network.
Must Have Neutral Wire
What is a neutral wire?
A neutral wire allows our switch to be powered while simultaneously allowing the lighting circuit connected to your lights to be power off.
Do I have neutral wires?
If your house was built in the mid-1980s or later, there is an excellent chance that you have neutrals everywhere in your home.
If there is an outlet (wall receptacle) near the switch, most likely that switch box has a neutral.
Switches that are ganged together have a much higher likelihood of having neutrals, no matter what year.
Checking the switch box
The best way is to check the actual wires in the switch box where you want to install smart switches.
Please observe all safety precautions before handling the electrical wiring in your switch boxes.
Turn off your breaker box.
Take off the trim plate over the switch.
Remove the screws from your switch and pull out the existing switch to look at the wires.
If you see a white wire (or group of them), it is VERY likely that you have a neutral.
The only way to be absolutely sure that you have found a neutral wire is to check the voltage (110V/120V) between the white wire and the ""hot"" (usually black in color) wire in the box. In a standard switch/dimmer, the ""hot"" is using one of the two wires connected to the switch.",GHome Smart,ALEXA,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41XwL7E-IBL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjIwMDEwNTY1MzA5ODI5ODo6MDo6&url=%2FSmart-Compatible-Assistant-Single-Pole-Certified%2Fdp%2FB09JZ9594J%2Fref%3Dsr_1_170_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-170-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B07D751KS9,Expandable Wireless Security Tonton Outdoor,"Plug and Play,Easy to Use
10CH Wireless Home Security Camera System Outdoor(1TB HDD)
10CH Expandable,Support PTZ,2 Way Audio, Spotlight Color Night Vision,Human&Vehicle Detection with PIR Sensor,NVR Buzzer,App Alert Push ,Email Notification,Remote Viewing,Sync-Record&Playback,Video Backup,Work with Alexa etc.
Accurate Detection
Human&Vehicle Detection
Tonton wireless camera accurately identify people and cars, records them so you won't miss a thing.
Human&Vehicle Detection PIR+AI Motion Detection Work with Alexa Remote Access Wireless Connection
2 Way Audio Smart Floodlight IP66 Outdoor Camera Digital zoom H.265+ Video Compression
Easy to install
Pls fix the camera after you test it can be powered normally.Camera has 360 adjustable Bracket.
Quickly view your camera's on local monitor and your mobile phone.
1 Step1 2 Step2 3 Step3 4 Step4
Specifications about NVR and Cameras
Video Input NVR updated to 10CH,(up to 10cams)
Video Output 1CH HDMI, 1CH VGA
Power Adapter 12V/2A for NVR , 12V/1A for cameras
Operating Temperatures -4 to 140 (-20+60)
Video compression H.265+,Save more Hard Drive Space than H.264,HDD up to 6TB
Image Sensor 1/3'' Color CMOS,PIR&Motion Sensor
Camera resolution 2304  1296 (3.0 Megapixels)
Lens 3.6mm
Field of View 110 Degree wide viewing angle
Night vision 5 modes available:Infrard mode ,Daylight mode,Night mode,Full color mode, Smart mode
IR Range Up to 100Ft(30M)
Transmission Range 1000ft on an open area,300ft in an obstructed space(Theoretical value), if there are many obstacles in the actual installation environment, the signal will be weakened
Camera Material Metal Housing,IP66 Waterproof
Remote Viewing Android/IOS Smartphone/Pad/PC/Laptop/Notebooks;Phone App: ""EseeCloud""
NVR Recorder 10CH Expandable,Support PTZ,2 way audio, AI motion detection , PIR human detection , NVR buzzer,app alert push ,email notification, remote viewing , sync-record&playback, video backup,work with alexa etc.
4pcs Cameras Build in PIR sensor , AI Motion detection sensor & Floodlight, speaker and microphone,2 Way Audio,up to 100ft Bright Spotlight color night vision ,Siren, 8X Digital Zoom on App or NVR
Tonton Wireless NVR System Comparison
10CH NVR+4pcs PIR CAM+1TB
10CH NVR+4pcs PIR CAM+1TB
10CH NVR+4pcs PIR CAM+2TB
10CH NVR+8pcs PIR CAM+2TB
8CH NVR+6pcs PIR CAM+1TB
5MP LITE DVR+4CAM+1TB
5MP LITE DVR+6CAM+1TB
Camera Resolution
3 Megapixel 3 Megapixel 3 Megapixel 3 Megapixel 3 Megapixel 2 Megapixel 2 Megapixel
Channels
10CH 10CH 10CH 10CH 10CH 10CH 10CH
Audio
2 Way Audio 2 Way Audio 2 Way Audio 2 Way Audio 2 Way Audio No Audio No Audio
Thermal PIR Sensor
      
24*7 Recording
      
Remote Access (iOS / Android)
      
IP66 Waterproof
      
Storage(Hard Drive/SD Card)
1TB 1TB 2TB 2TB 1TB 2TB 1TB
Digital Zoom
8X on App or NVR 8X on App or NVR 8X on App or NVR 8X on App or NVR 8X on App or NVR NO NO
Internet Connection Type
WiFi or Network cable WiFi or Network cable WiFi or Network cable WiFi or Network cable WiFi or Network cable Network cable Network cable
Spotlight&Color Night Vision
      
Video Connection
Wireless Wireless Wireless Wireless Wireless Wired Wired",Tonton,8X,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/613yXfC1V3L._AC_SX466_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzMxNjQxNzU2Nzc2NzA1OjE3MDE5MDk4Njg6c3BfbXRmOjMwMDA5NDk5ODM0NjIwMjo6MDo6&url=%2FExpandable-Wireless-Security-Tonton-Outdoor%2Fdp%2FB07D751KS9%2Fref%3Dsr_1_171_sspa%3Fkeywords%3Dsmart%2Bplug%2Bwifi%26qid%3D1701909868%26sr%3D8-171-spons%26ufe%3Dapp_do%253Aamzn1.fos.17d9e15d-4e43-4581-b373-0e5c1a776d5d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
